cod_municipio,nome_municipio_anterior,iqe_anterior,nota_saeb_anterior,taxa_aprovacao_anterior,iqie_infraestrutura_anterior,inse_socioeconomico_anterior,formacao_docente_anterior,valor_investido,iqe_recente
100020,Sintético_20,6.200749605140225,6.44558033397573,92.9886150746137,0.6000519119080859,3.047560324280707,75.3531143879335,125786.64879761143,6.717245718863145
100021,Sintético_21,2.1856978155423556,2.0971110491616947,81.6582320218379,0.17644037232028653,1.068210500500733,66.97793459755555,159603.81674308106,3.488488680687285
100022,Sintético_22,3.483229512549354,3.778883383099193,87.89931898996576,0.38911269930433934,1.7972385434285263,70.51383175536648,63354.966142979065,3.8785497718321813
100023,Sintético_23,4.11407566799638,4.501669520925162,88.15686837139779,0.3404884567654565,2.0331899447477646,74.7413621808233,205142.37179278763,4.860323082404737
100024,Sintético_24,4.8765948658448055,5.309896401820299,86.5229260998786,0.4826375732834778,2.510584890215874,73.28655583098569,242485.46561129804,6.1142121398680676
100025,Sintético_25,7.673995671840616,7.634419673887488,97.67747005259557,0.7860253660935084,3.50045190877971,73.84018809666986,81777.75457035741,8.021150506660396
100026,Sintético_26,2.697227148346058,2.8925294017675687,83.92527114309603,0.28357852784847587,1.4332318861487783,65.92781202709624,133809.96886812564,3.463424375224583
100027,Sintético_27,5.3709927265156985,5.741107189207144,89.12148057900262,0.5776248370117061,2.922090715949518,80.08207051526618,39806.70541646598,5.499498860329272
100028,Sintético_28,6.035523835327361,5.817159154219406,92.4721860651166,0.5439871671294496,3.1075496210673457,76.61969110976656,148601.43098648274,6.586038880690391
100029,Sintético_29,1.3948285081199807,1.4865846441414137,85.08693171509739,0.11214302793597317,1.0,62.952568511787206,135640.19162473653,2.624914528905945
100030,Sintético_30,6.164131241162226,5.593342100508261,90.29661884436766,0.6715065665066873,2.8672039245159406,83.42427625301637,53220.391355667845,6.56334516671372
100031,Sintético_31,2.449455051341978,2.496616799369967,85.0222698023799,0.24843907462962198,1.2191957227953993,63.788499017731326,121675.22901715725,3.3547262594240643
100032,Sintético_32,1.5529385403748759,1.469082603947566,83.9635100814109,0.1761726594540004,1.0,56.944799529910135,96844.06997990955,2.5315490561178193
100033,Sintético_33,9.065527066653333,8.377574833259205,99.51726534783295,1.0,4.606862112280093,86.39342560233254,140021.10132019356,9.123556990970194
100034,Sintético_34,9.207872281133755,8.428800103465598,98.76862767282195,1.0,4.513203405271054,85.20274708715758,154700.4971486238,9.399848575934447
100035,Sintético_35,7.87137745898992,8.180390068169903,95.0086992398132,0.7824447236007669,3.8082388564576153,78.7829007782035,21953.98307965819,7.968420551018691
100036,Sintético_36,3.589217037973651,3.4742723363236903,85.52325363464986,0.3350359519454719,1.6606675613443747,69.8907588344275,195031.37607839773,4.986001636943911
100037,Sintético_37,1.830212969054263,1.9124871811071422,83.83271370420128,0.2043658410501013,1.0,67.9481671433967,183993.28712820038,3.336285897821995
100038,Sintético_38,6.8159807253533335,6.223476164651043,91.48768342673546,0.6683189370631798,3.178060624461925,80.40149936822091,104245.8688275001,7.400102421165852
100039,Sintético_39,4.741296196786611,4.566143553035918,83.63989142658401,0.4140938472684404,2.4817678074542933,75.75879395379103,32175.2651808282,4.808238507374699
100040,Sintético_40,2.03732499618062,2.0534163155981706,84.94776960067658,0.232660397339954,1.0,75.17901348111897,193634.4841505616,3.425742130424779
100041,Sintético_41,5.209003735945797,5.511879346300227,92.225877154064,0.6006106066877844,2.374558370578003,73.91261690004958,239690.28690997045,6.460723411294273
100042,Sintético_42,1.2923024294793564,1.2454571133197687,77.85873998787504,0.12748872358834323,1.0,65.26865046166142,75234.86708506326,1.8523440348019882
100043,Sintético_43,8.729223417669647,8.94901020792497,95.43898542591941,0.724769866707324,4.447739870126086,83.64160344001327,94410.66115951871,8.707812398678175
100044,Sintético_44,3.199629843600144,3.4466270280445617,87.63756820921068,0.3056063847450101,1.7188133348098513,65.36709093136557,62276.96458081744,3.4575115720466956
100045,Sintético_45,6.631439417008846,6.785107359627336,97.37786977344109,0.7436596056811613,3.366769598401575,76.96977998393768,152695.30836931313,7.098974701324246
100046,Sintético_46,3.649544146759993,3.4546289095878753,87.3406757088708,0.42360609684404216,1.7683796287944018,68.55483958267153,55613.520768914634,3.907296654026626
100047,Sintético_47,5.4205781800113915,4.904973630826371,89.38515047756451,0.4777638507292931,2.8745390493342726,78.05911352776981,101924.60699611728,6.012735137185669
100048,Sintético_48,5.647037374417877,6.065029809047582,90.92828186662608,0.466891089561689,2.846264328731894,88.68649105675742,180312.99320488048,6.513136148352652
100049,Sintético_49,2.57126287196698,2.3250744340559244,87.89227858223033,0.29593697559111337,1.1774533376202567,64.13357143452174,148826.67609215013,3.462179141804783
100050,Sintético_50,9.241469335998747,9.934028139650442,97.19101031374842,0.8832644989942894,4.681590261388695,85.64128147991893,108886.3897954251,9.424079463720288
100051,Sintético_51,7.588628998569474,7.632547633452353,93.57887398383845,0.7715392384349096,4.103944635858833,82.45027193015218,116657.40841573464,7.7412819545814795
100052,Sintético_52,8.985741003295608,9.774810727645601,97.00599496222715,1.0,4.399699712389333,88.93621725343557,149285.50300334278,9.102655617865643
100053,Sintético_53,8.606032478635015,9.12030012486298,95.3054077407526,0.7113969267052535,4.1277335629264815,87.13585149567896,21348.887414047098,8.67287166600054
100054,Sintético_54,6.082149819894224,6.68785179203413,92.40964027177804,0.6442986756818957,2.824227692168648,84.66692842942327,38057.26974433027,6.0161080751905835
100055,Sintético_55,8.835930997696494,8.57211097820848,100.0,0.7330660958327863,4.109985167136517,74.37583264041344,222689.35558549268,8.882206578460577
100056,Sintético_56,1.7521862674413158,1.8458189975785686,84.15053108111469,0.16649056140770158,1.0,53.32190945134559,37912.16749099687,2.0379969781709812
100057,Sintético_57,2.665854330562734,2.613566750832908,84.8270016568729,0.2989824458959493,1.3584340126402166,65.51817213163746,182564.8271284162,3.876520140523812
100058,Sintético_58,1.3844319557395734,1.3788597888714325,82.18524137364805,0.13475906889727318,1.0,69.63979680493726,231608.7777450821,3.6507852822761087
100059,Sintético_59,3.7653078114877467,3.8613272748204452,84.40423400558217,0.45141256518416045,2.0481650099379842,63.46768327643527,82257.22898939817,4.337945138206826
100060,Sintético_60,4.3037569623605965,4.625400058731451,90.37373347901551,0.44054276858729874,2.2616817894214987,57.873109188613,105213.03052368829,5.08493077650626
100061,Sintético_61,3.3064667700781154,3.6265879510484362,86.45725914613062,0.30699382102615064,1.681875295768947,72.7752973413304,150851.92334428476,4.379650515294086
100062,Sintético_62,8.044268827791399,8.475881519886503,95.72757782840155,0.7143668933280894,4.286339310143275,85.35109260188777,222793.06301687448,8.539654183077902
100063,Sintético_63,4.032403276895509,3.966083777483888,94.45102168948074,0.379129868194628,1.846916008696258,66.64616779668937,236638.28506989664,5.55160785452726
100064,Sintético_64,3.3879433323427364,3.3346557283885674,87.37339248141684,0.3215203314237982,1.6861248091960046,65.23613199342357,190099.54706559164,4.181749015626244
100065,Sintético_65,5.612916706845112,5.879622640812913,89.72225131349985,0.46446070253503263,2.879478541943311,71.99003152236196,39922.54499657963,5.802811203445309
100066,Sintético_66,2.1978559122854824,2.0830298733660375,83.54299663215988,0.20831930655237088,1.17116112942293,67.14624432422615,173905.45577301568,3.7870039410222316
100067,Sintético_67,7.818674336409337,7.209559125404008,97.93424009121219,0.7706831389230565,4.130972785635714,80.32444662831297,114369.85603071227,8.113832075037493
100068,Sintético_68,1.633680471278052,1.5861802828742915,83.49390176363164,0.17792333976976138,1.0,67.37136100871174,128261.22988294417,2.836378545590059
100069,Sintético_69,9.388538961104397,8.989035957852495,95.90052196557406,0.9977123310569449,5.108191545460689,73.89248356879123,31304.12977939072,9.346525196247331
100070,Sintético_70,7.564080539021588,7.255932182618474,96.96661894719358,0.8195728630995561,3.4978924384872654,78.40798229142577,63944.292049662385,7.718001070982313
100071,Sintético_71,2.6890832930404653,2.545813103831033,84.04187841500296,0.21602628893137168,1.4454182011694283,62.43698007456614,201818.12973273898,3.916594257217604
100072,Sintético_72,1.0469379955506204,0.9510579879124034,85.84047154353634,0.09287041048459213,1.0,61.8591105947894,124410.53160100775,1.8018143704725422
100073,Sintético_73,7.93142214186609,7.166633072020855,98.02294041516149,0.8444376679868684,3.7096479014994928,81.10402763314758,89382.31557516423,8.024644128515204
100074,Sintético_74,7.008287422704745,7.691907160656451,93.12193105409199,0.6963404578858571,3.6597739918292658,85.01408116759306,108324.38701194037,7.251830823942277
100075,Sintético_75,7.196560928348392,7.092603919601685,96.955154580167,0.5772544243234133,3.267444136798375,72.29299892674489,216511.88806490644,7.981590141245377
100076,Sintético_76,7.5557979468305385,7.380997050451763,95.24730691471588,0.8476077944473442,3.706438371052209,82.89485122214538,192269.77400314008,8.041068430395763
100077,Sintético_77,1.6293795397397681,1.6879222610977551,84.96430642972398,0.18071836745255332,1.0,67.67982073527783,82632.54135164904,2.4891007806300087
100078,Sintético_78,4.046958692626317,3.818915717102688,89.06338301984158,0.4125338833652913,2.0561161361145395,81.42411326068873,47025.423248845866,4.376773297289601
100079,Sintético_79,1.9848870059636026,2.163511427405763,82.27706070194546,0.16406784814534614,1.0789721209282108,63.54583116242344,77959.59097813649,2.4713002947304274
100080,Sintético_80,8.336379119942546,8.813795239797237,95.38565857525018,0.9225087317572102,4.311784263266781,86.63143038159022,231773.98374258875,8.918875664039227
100081,Sintético_81,6.2980340780342425,5.78085337813358,94.65598979123081,0.6508926489364898,3.137225828893935,69.87478827129091,153765.43270544373,6.818299204677664
100082,Sintético_82,3.812633211247518,3.7497863569499907,86.95571575828195,0.42426372005095286,2.02438433841992,59.478118612177425,142700.44801130006,4.760700067773909
100083,Sintético_83,1.540245977431201,1.657033067069831,82.2731950283784,0.16953468943784397,1.0,68.8446098112021,157170.52792926616,2.671354337345276
100084,Sintético_84,3.6433497345831287,3.967412593658335,85.37645431046755,0.4084926741961418,1.6475468502568977,70.90224773550904,104186.50112169851,4.395325341816544
100085,Sintético_85,3.76405823722735,3.739517715207132,88.37531460564163,0.37911716015020963,2.0636529355609516,77.18473816067416,205634.61467348793,5.211505580501672
100086,Sintético_86,7.201652515873545,7.365002399161146,98.52835487023339,0.6165549380493665,3.302773005741648,74.7379431027719,140355.83733905747,7.663809483230794
100087,Sintético_87,6.419238506519312,5.991760803597405,90.70341118453008,0.6858718764038291,3.411431625201918,81.8572262172017,46852.01763682297,6.48521461774537
100088,Sintético_88,8.541308311898776,9.38035284569231,97.13105553714307,0.8952909808550897,4.083031295562596,94.96801413841558,49684.97871068448,8.494844068760958
100089,Sintético_89,5.013826863876569,4.744756537488173,92.852094838584,0.5499673079011971,2.3224946806348936,77.14000863341603,143477.6036956022,5.83368537218653
100090,Sintético_90,2.0165510904755646,2.1951093388596385,83.8738193984597,0.17502703635815303,1.0,67.43256079938193,235411.150156293,3.7641399406396077
100091,Sintético_91,7.062580691395458,7.273958998136565,95.02990497529039,0.6200875785963067,3.6329608415383343,81.23052247830812,90920.98798552572,7.253413217159045
100092,Sintético_92,7.466672913243628,7.627559994859962,92.8085587701935,0.8632696980161261,3.6444470932083295,74.54561145410132,219994.4688376202,8.071349834959996
100093,Sintético_93,5.770856179340718,5.785500893781968,92.39832655309674,0.6347890548498766,2.6283741930599693,84.09043321657389,195741.98491314225,6.43160619997744
100094,Sintético_94,7.553221029613768,7.146358941205116,94.73215352921844,0.8786597031909258,3.8517357119768407,79.60537488981598,76996.86186858857,7.751882688494236
100095,Sintético_95,5.1972625690973215,4.861028818815318,92.36598512955436,0.5735107150992216,2.8077708330098754,78.11420398920704,28358.372112735764,5.467782010745693
100096,Sintético_96,5.443229049746949,5.138937532428126,93.2612302026234,0.5654764483308335,2.658045973609476,68.51451561638457,43424.870982748034,5.774859108731656
100097,Sintético_97,4.634098656047672,4.3434834504506155,94.44732459613256,0.4919805179853199,2.1855951386292602,68.00499764560412,187553.60478491124,5.776963798465003
100098,Sintético_98,1.216062577324809,1.2840610204259264,83.59139150107676,0.14053441397630254,1.0,70.8236247280856,65924.03974934874,1.7253536011846624
100099,Sintético_99,1.9170771294430877,1.8596128418565534,84.4857468920505,0.19775085801312783,1.0,64.01471994354004,105392.31171624057,2.975311493572312
100100,Sintético_100,1.267148078337241,1.1550923177941552,82.92306475982916,0.13342518432217365,1.0,71.06782161522445,135390.8081814777,2.577459020383595
100101,Sintético_101,6.409488495742133,7.0108300779841155,92.11264440586288,0.5528765081024342,3.4139120152187052,78.83731219193382,186857.67874353746,6.973083202565411
100102,Sintético_102,3.672025839148777,3.9538801764060327,88.02101936522092,0.3633721057713919,1.8683269171314547,61.80658865265705,46043.18134959884,3.7704166012502913
100103,Sintético_103,5.322850874899974,5.778223197869194,90.05489892952188,0.5783590697584771,2.58323429583653,80.42889062335853,113464.27321381614,6.034808153333255
100104,Sintético_104,8.71431502837179,9.576871563681108,97.7655520092828,0.7915884033803795,4.61839818199047,83.19348349633734,131566.76910281996,8.773878557765494
100105,Sintético_105,3.118983947765437,2.9155608511705435,88.87316296674679,0.27475181751821404,1.5765487691293154,72.85039591088153,144390.22471345414,4.175639544856894
100106,Sintético_106,4.488254845802853,4.395116393512681,86.96342456104644,0.4154017753744713,2.3904141492267588,73.59081887510897,208222.94752089985,5.55106159111856
100107,Sintético_107,7.422184677615913,7.805523409124272,97.12412647748992,0.6654732646381942,3.8086634824127157,74.55096289313339,59485.98485993989,7.654282921334632
100108,Sintético_108,2.944784406678791,3.0602320985652605,88.52379894803731,0.2608976078280232,1.5561434836085104,69.65582704688923,205801.23392012314,4.585519211648088
100109,Sintético_109,1.6543292335447404,1.5398152095464437,83.07252141310732,0.1604600654536912,1.0,75.94410341139822,179362.03837023,2.9850787511751156
100110,Sintético_110,3.462887349767028,3.6816262564005084,82.68206490151687,0.4027806881957058,1.7017116940094663,72.85359434187339,147850.28726576065,4.628665102449928
100111,Sintético_111,2.370380941659038,2.2397447782964695,83.52511790912921,0.23770745624927592,1.2937410846975765,66.8235540599498,180891.41019259155,3.7455230762979372
100112,Sintético_112,8.90243004491187,8.41069117217617,100.0,0.7791123253618142,4.487816317442202,92.0840071445201,114764.07995888098,8.944076941731367
100113,Sintético_113,7.869023226297545,7.92721374480299,95.69231032799732,0.6537495322688034,4.017206799372365,84.66041200490818,51831.44477266865,7.773346340013181
100114,Sintético_114,6.3839319303385995,6.502596373866508,90.76925939608738,0.6884830921649853,3.01352717680285,80.19946694232978,173126.00526103447,6.823894583211791
100115,Sintético_115,8.4074150165956,8.542078613875162,95.80528019073476,0.8013271245459171,4.309347341685597,79.76411918899129,140674.6305376931,8.69264157839822
100116,Sintético_116,7.831212653642473,7.191381964012432,97.34366536029405,0.8839343286135672,3.9716837998940795,84.6628780898754,167056.20412483838,8.021321590029023
100117,Sintético_117,2.5858455005313044,2.7810565951831916,86.26515813746538,0.2750833581881715,1.21142682920476,72.93475358367864,97739.7196365527,3.030166411903024
100118,Sintético_118,8.586751487164811,8.184204650586253,96.69563877599023,0.9604252173563194,3.9152041289054593,81.57994370099432,228579.31278816226,8.887150789010818
100119,Sintético_119,5.5844090562830315,5.170621010521823,90.43516928893668,0.5074990415165901,2.8504830411537867,83.87570627508383,155095.0697723827,6.248664836614126
100120,Sintético_120,7.863241318894532,8.474605311747863,94.94296633970141,0.846826716975606,4.138968254230116,83.13119383595797,39642.57138690098,8.132118989696709
100121,Sintético_121,8.616776049349692,9.402025432708982,95.38873172970239,0.7803566033580787,4.328552461923117,81.41148059035638,123454.9178620186,8.93840978452964
100122,Sintético_122,3.703029537260843,3.9712233898592135,90.63681045346058,0.4353382956574697,1.7503378647474628,76.09724899638374,193961.8925910359,4.813193995552823
100123,Sintético_123,1.9354413584852526,2.0552514009129608,83.22624177854782,0.20410191283706144,1.0,64.37235289676441,202650.94919842263,3.5160724463790003
100124,Sintético_124,2.937448881606504,3.0286519580877993,88.30921480486401,0.2731253835082472,1.3453826444268921,72.60992108225005,133757.32213566452,3.933730131968387
100125,Sintético_125,4.630416203323179,4.677514361908574,92.30346451049127,0.4203513800316921,2.288274686084359,72.43245544867685,225791.94129119924,5.667991983943255
100126,Sintético_126,7.9531255103411915,7.2961762831697445,97.90287281697832,0.69698856460072,3.7088341130295586,83.56024581337405,81563.74055468844,7.948131848435018
100127,Sintético_127,8.316209957678918,8.163945497467926,95.76917928992175,0.8963679989888594,3.895694500676334,87.41643089470821,114437.70036480132,8.522247515378954
100128,Sintético_128,1.059093109515121,1.0321261666362391,82.92564639970345,0.09399305670798891,1.0,64.63176461649539,226677.2894308631,3.0803215966999966
100129,Sintético_129,5.341352071909308,5.084704146933278,90.63431293103677,0.5544971390677915,2.610162286395569,66.04639731346923,226139.04478846316,6.224922536336451
100130,Sintético_130,4.547993526764621,4.751216172925561,87.28858333206898,0.4119818177176379,2.0698601674495043,68.0377618798219,177713.93682967662,5.491203003560401
100131,Sintético_131,2.887916389001207,2.8855342825494867,86.42455134144562,0.30750174970729854,1.4144417948001757,73.31079909095769,217565.52583811063,4.417011012697426
100132,Sintético_132,2.0188556223363037,1.8496941818335209,81.679631662353,0.22731827590007583,1.0117913757112238,65.39588392250117,40417.85139993351,2.1710403512506318
100133,Sintético_133,3.8697289569308375,3.653165923720741,90.11481669078479,0.43000818905926774,1.9283998195442142,68.99053035693541,218948.84452778855,5.033575364431919
100134,Sintético_134,9.014732483256413,9.345138229177127,97.10023037191603,0.9955334469753366,4.401699243863123,80.25132737348187,93742.57850655215,9.12992473660328
100135,Sintético_135,3.7472249221764193,3.4295583207645306,87.89676915609853,0.32791551685655035,2.000698323291642,65.84299316015002,61016.247858489754,4.058743534429249
100136,Sintético_136,5.4097202848186114,5.789706518238247,91.38601631272951,0.4519031364084797,2.512991803759655,66.12016765464611,75055.06235867066,5.881837464416381
100137,Sintético_137,6.975661150609012,6.968889914018182,93.43351235380987,0.7530780996144463,3.4918044307325764,80.42057985831936,116132.75684319403,7.1854257594054864
100138,Sintético_138,4.090851620223999,4.074968133904524,89.35509084339856,0.38754228147214465,1.8662634522085708,69.28036695776677,77774.16105902745,4.532386771176913
100139,Sintético_139,9.260147703128165,9.431289650101366,97.57048809301129,0.9009554128656567,4.232957676040255,82.94750365445792,93730.54478379477,9.308392140404605
100140,Sintético_140,9.180802007007946,9.776968339728525,100.0,0.7459031067059975,4.658215777600457,87.20178889518407,51045.05179647768,9.15861079726332
100141,Sintético_141,3.1401495145155955,3.044569146131661,83.5883396685377,0.28381631560807674,1.5908055297438555,71.24030169781048,88120.65607856966,3.7225405409108263
100142,Sintético_142,5.226612300085276,5.412696582601088,90.70598375926338,0.42516952427533866,2.8108896108503667,86.14582656130554,151625.27734466028,6.00383865462838
100143,Sintético_143,3.557465633442542,3.6042334740292836,90.99278926500165,0.40970417753302607,1.7993211779454423,63.11297980251156,121626.35286094471,4.294030114786451
100144,Sintético_144,3.421144202208475,3.2617382256508023,84.8416257552058,0.3069993422418719,1.8678732394727946,76.06033782312804,99745.31508425956,4.3944148755005
100145,Sintético_145,1.3135390525135286,1.4130081072195617,81.27158816397736,0.13436648970714232,1.0,68.80612496261594,191683.98963713623,3.022545896698225
100146,Sintético_146,6.181296838829123,6.548992544258009,93.39040937697608,0.504141457169624,2.842165036684721,74.64842681960387,225507.2934204631,7.002567069285378
100147,Sintético_147,5.2727716974453225,5.43986776728437,90.90470695876984,0.5624670978512945,2.3959821866215805,76.83449486526612,194061.52126755132,6.156095756643535
100148,Sintético_148,1.4375693856249094,1.5383664978059752,83.57639896979694,0.13358051976902308,1.0,62.024541910186656,96360.16148706622,2.562768443366698
100149,Sintético_149,3.368494946011197,3.61594067793766,87.71536415231772,0.390465045408631,1.6981492890184349,71.03392774012728,191221.69860263733,4.6350188347152805
100150,Sintético_150,8.720260030716556,9.083655898262405,98.70996299855666,1.0,4.48707274288686,93.70643515917241,54955.44196903178,8.688982778438445
100151,Sintético_151,3.0362760706692655,3.24092917155071,88.29195182525098,0.2824089704753406,1.3801651442268916,72.13685937516436,49973.13726099691,3.2868415418150065
100152,Sintético_152,2.2316064127753963,2.3197421288156574,85.28285013940783,0.2589521175213402,1.215326356156757,69.2378611044934,99494.21851831656,3.091134889096526
100153,Sintético_153,5.160348462359286,5.346266293271583,89.83818161548149,0.6184487057370159,2.7567434887066815,73.32949878730464,205771.54488013312,6.0080747110524415
100154,Sintético_154,9.378028859940105,9.600497045543959,100.0,1.0,4.498277028761817,80.71380325519864,76660.09686572943,9.435244665596604
100155,Sintético_155,3.0574698078477534,3.2120045069254,89.91470348548593,0.3479243301189104,1.3994612678524652,68.13006837084122,34548.2840466963,3.4693453478088796
100156,Sintético_156,6.713152152949967,6.254784978468382,93.16103681313479,0.6039175135525608,3.1349662459613734,86.17249723316948,50293.19309746167,6.89476469254936
100157,Sintético_157,7.473766730294099,8.043074572022661,92.99847485124693,0.7703069064980839,3.458070322244205,74.78546090793407,217511.34276180345,8.011099471275474
100158,Sintético_158,3.0199191239353973,3.2445066000452836,88.25399958644473,0.24971782674634413,1.3961943100485208,63.784310530922724,165770.15549187615,4.230584202416565
100159,Sintético_159,7.189838963200806,6.512911717906653,94.13891559849442,0.6024849042747474,3.6082650368395734,82.20085557077276,78236.26757509464,7.540412735371739
100160,Sintético_160,4.126156628113653,4.395030817092302,83.90697416419924,0.49495602512568904,1.9582109880860372,67.45519596010465,147718.0398254817,4.763243017683618
100161,Sintético_161,6.374599560045426,5.90143836414075,94.4440424743917,0.5932557414309932,3.0968695299625897,75.16118144456021,141343.3131578306,6.980132554041767
100162,Sintético_162,6.385002541467605,6.174449234548511,91.69934871102737,0.7018864505140907,3.5050505505058873,77.03701471576193,170750.27504135208,7.303633571906592
100163,Sintético_163,5.554084814635447,5.8245779163369615,90.92710306466257,0.6235382300313694,2.879412104425443,69.83416742295559,73633.13751697175,5.911038692520477
100164,Sintético_164,1.7674630454624705,1.647544176007778,84.19888675206298,0.20205802058308192,1.0,60.43177990530556,218812.68705471145,3.650488828255356
100165,Sintético_165,8.100071212508523,8.615182320227287,96.58114178457518,0.9712401071035257,3.760503870386648,87.8173532214621,91154.76927840295,8.375107158108303
100166,Sintético_166,3.7266305522597545,3.974178827265155,88.8721647387976,0.334129171389644,1.8193930127304447,64.64304274562444,179650.28041453447,4.779941717762773
100167,Sintético_167,2.585407338398761,2.589268765132056,84.29984193565784,0.2110055200268419,1.30685406978438,59.766861342722095,23708.668665609424,2.6994492716738923
100168,Sintético_168,1.3465887032154933,1.2136496614367582,83.71938900278316,0.12987533037682106,1.0,60.88964121197701,105711.13987565387,2.299155843444667
100169,Sintético_169,6.022590017100056,5.766073614467303,91.52608667903228,0.5131441031091847,2.712687433314116,81.72754756384938,100893.25813052591,6.261424205945394
100170,Sintético_170,6.759297075659401,6.917365831148005,94.99621511309381,0.5468070959340378,3.494850167232247,79.29328218699375,145001.41857409332,7.233690313810971
100171,Sintético_171,1.1409965458867772,1.2508028992983273,83.51272805979967,0.10772955426347683,1.0,61.100084247082236,36729.340208755195,1.5770161406373906
100172,Sintético_172,5.352790995543888,5.493905047645029,88.83470458699858,0.5960307617722646,2.628642612318361,76.2801669742097,201730.2159570049,5.994917877070257
100173,Sintético_173,2.9252140891824725,2.7846888994140135,88.02239241071501,0.3002651165343837,1.4595777151214762,60.047105103249166,70089.58440654076,3.451154264639621
100174,Sintético_174,6.483968718480324,6.657746475879492,91.89601054673255,0.5998392053931904,3.1871578653312174,81.92543442431614,175718.69742286234,6.906938843161067
100175,Sintético_175,2.4821146465424273,2.5019643058704846,86.58034488964715,0.2635352467506512,1.122909918284133,69.3635190966455,204738.78834614143,3.9886863550522933
100176,Sintético_176,6.872970773870961,7.2576446182861964,94.4805161745446,0.6136238288004441,3.3233367730338106,78.57236995113428,149231.699935548,7.476107369626339
100177,Sintético_177,4.2872504435545675,3.9502559574516365,92.25086824069939,0.34544630992642555,2.005182297399323,77.89137388964579,190403.13754605665,5.37912702696073
100178,Sintético_178,8.962204904262244,9.430082013852836,97.47747784378079,0.9909880590813795,4.121201981944242,81.24913421802152,172227.87180945126,9.104741717689432
100179,Sintético_179,2.168928025240943,2.186828873040228,83.6392224582455,0.227628396311747,1.183523387496753,72.14632904199068,101771.85334496175,2.863601755865684
100180,Sintético_180,3.8990639839271974,4.260111073345776,87.75928875607893,0.43081578703597057,1.9882729845000806,72.46966027975785,206037.46397772,5.096336016105662
100181,Sintético_181,1.9645249305450072,1.9023957161389908,83.32269029542147,0.16022178262475645,1.0271825623633628,64.21081184224415,87781.31507367143,2.602616558953302
